 Usage ,Days of Usage,Billed Amount for Water,MTH/YR OF BILLING,Route#,LOSADD,RSP,Rate,LOMETW,Meter Size,,
" 2,192 ",30,24.68,202205,333,TAFUNA,RES,R,87127559,"5/8""",,
" 4,881 ",30,36.3,202205,333,TAFUNA,RES,R,87127558,"5/8""",,
 178 ,30,15.98,202205,333,TAFUNA,RES,R,87127557,"5/8""",,
" 4,190 ",30,33.31,202205,333,ILIILI,RES,R,87127556,"5/8""",,
" 4,823 ",30,36.05,202205,333,ILIILI,RES,R,87127555,"5/8""",,
" 5,374 ",30,38.43,202205,333,TAFUNA,RES,R,87127554,"5/8""",,
" 4,550 ",30,34.88,202205,333,ILIILI,RES,R,87127553,"5/8""",,
" 6,311 ",32,42.49,202205,107,ALOFAU,RES,R,87127552,"5/8""",,
" 5,367 ",30,38.4,202205,333,TAFUNA,RES,R,87127551,"5/8""",,
" 86,058 ",30,486.24,202205,333,TAFUNA,RES,R,87127550,"5/8""",,
" 7,764 ",30,48.77,202205,333,ILIILI,RES,R,87127549,"5/8""",,
" 4,250 ",30,33.58,202205,333,ILIILI,RES,R,87127548,"5/8""",,
" 1,721 ",30,22.65,202205,333,TAFUNA,RES,R,87127547,"5/8""",,
" 4,758 ",30,35.77,202205,333,ILIILI,RES,R,87127546,"5/8""",,
" 3,231 ",30,29.17,202205,333,ILIILI,RES,R,87127545,"5/8""",,
" 5,048 ",28,37.03,202205,333,TAFUNA,RES,R,87127544,"5/8""",,
" 6,899 ",30,45.03,202205,333,TAFUNA,RES,R,87127543,"5/8""",,
 970 ,30,19.4,202205,333,TAFUNA,RES,R,87127542,"5/8""",,
" 3,085 ",30,28.55,202205,333,TAFUNA,RES,R,87127541,"5/8""",,
" 7,693 ",30,48.46,202205,333,TAFUNA,RES,R,87127540,"5/8""",,
 391 ,30,16.9,202205,333,TAFUNA,RES,R,87127539,"5/8""",,
" 4,467 ",30,34.51,202205,333,ILIILI,RES,R,87127538,"5/8""",,
" 7,220 ",30,46.41,202205,333,TAFUNA,RES,R,87127537,"5/8""",,
" 1,326 ",30,20.94,202205,333,TAFUNA,RES,R,87127536,"5/8""",,
 465 ,30,17.32,202205,207,PAGO PAGO,SGS,C,87127535,"5/8""",,
" 3,881 ",30,31.98,202205,207,PAGO PAGO,RES,R,87127534,"5/8""",,
" 10,336 ",30,60.05,202205,207,PAGO PAGO,RES,R,87127533,"5/8""",,
" 15,217 ",30,83.58,202205,207,PAGO PAGO,RES,R,87127532,"5/8""",,
" 5,202 ",30,37.69,202205,207,PAGO PAGO,RES,R,87127531,"5/8""",,
" 18,094 ",30,97.46,202205,207,PAGO PAGO,RES,R,87127530,"5/8""",,
 733 ,30,18.38,202205,207,PAGO PAGO,RES,R,87127529,"5/8""",,
" 10,727 ",30,61.94,202205,308,NUUULI,RES,R,87127528,"5/8""",,
" 15,681 ",30,85.82,202205,207,PAGO PAGO,RES,R,87127527,"5/8""",,
 -   ,30,15.21,202205,207,PAGO PAGO,RES,R,87127526,"5/8""",,
 27 ,30,15.33,202205,207,PAGO PAGO,RES,R,87127525,"5/8""",,
" 16,403 ",30,89.31,202205,207,PAGO PAGO,RES,R,87127524,"5/8""",,
" 26,526 ",30,141.38,202205,207,PAGO PAGO,RES,R,87127523,"5/8""",,
" 9,081 ",26,56.55,202205,207,PAGO PAGO,SGS,C,87127522,"5/8""",,
" 87,076 ",30,411.58,202205,207,PAGO PAGO,ASG,GG2,87127521,"5/8""",,
 193 ,30,16.04,202205,207,PAGO PAGO,RES,R,87127520,"5/8""",,
" 4,206 ",30,33.39,202205,207,PAGO PAGO,RES,R,87127519,"5/8""",,
 497 ,30,17.36,202205,207,PAGO PAGO,RES,R,87127518,"5/8""",,
" 26,632 ",30,141.95,202205,207,PAGO PAGO,RES,R,87127517,"5/8""",,
" 27,964 ",30,142.51,202205,207,PAGO PAGO,SGS,C,87127516,"5/8""",,
" 6,560 ",30,43.57,202205,209,FAGATOGO,RES,R,87127515,"5/8""",,
" 3,274 ",30,29.36,202205,209,PAGO PAGO,RES,R,87127514,"5/8""",,
" 5,463 ",30,38.82,202205,209,PAGO PAGO,RES,R,87127513,"5/8""",,
" 21,522 ",30,114.75,202205,207,PAGO PAGO,RES,R,87127512,"5/8""",,
" 8,424 ",32,51.62,202205,407,FAGASA,RES,R,87127511,"5/8""",,
 -   ,30,15.21,202205,346,FALENIU,RES,R,87127510,"5/8""",,
" 6,125 ",32,41.69,202205,320,TAFUNA,RES,R,87127509,"5/8""",,
" 4,941 ",32,36.57,202205,104,UTUMEA,RES,R,87127508,"5/8""",,
" 5,099 ",30,37.25,202205,329,TAFUNA,RES,R,87127507,"5/8""",,
" 7,373 ",30,47.08,202205,329,TAFUNA,RES,R,87127506,"5/8""",,
" 15,366 ",30,84.3,202205,329,TAFUNA,RES,R,87127505,"5/8""",,
" 26,191 ",30,134.43,202205,328,ILIILI,SGS,C,87127504,"5/8""",,
" 1,455 ",28,21.5,202205,328,TAFUNA,RES,R,87127503,"5/8""",,
" 10,885 ",30,62.7,202205,328,TAFUNA,RES,R,87127502,"5/8""",,
" 5,912 ",30,40.76,202205,328,TAFUNA,RES,R,87127501,"5/8""",,
" 3,299 ",30,29.47,202205,328,TAFUNA,RES,R,87127500,"5/8""",,
" 2,776 ",30,27.21,202205,328,TAFUNA,RES,R,87127499,"5/8""",,
" 2,577 ",30,26.34,202205,328,TAFUNA,RES,R,87127498,"5/8""",,
 61 ,30,15.49,202205,328,TAFUNA,SGS,C,87127497,"5/8""",,
" 15,545 ",30,85.16,202205,324,TAFUNA,RES,R,87127496,"5/8""",,
 3 ,30,15.22,202205,301,NUUULI,RES,R,87127495,"5/8""",,
" 2,856 ",30,27.55,202205,306,NUUULI,RES,R,87127494,"5/8""",,
" 28,032 ",30,149.4,202205,324,TAFUNA,RES,R,87127493,"5/8""",,
" 8,312 ",30,51.13,202205,324,TAFUNA,RES,R,87127492,"5/8""",,
" 8,865 ",30,53.53,202205,324,TAFUNA,RES,R,87127491,"5/8""",,
" 5,094 ",30,37.22,202205,324,TAFUNA,RES,R,87127490,"5/8""",,
" 3,819 ",30,31.71,202205,324,TAFUNA,RES,R,87127489,"5/8""",,
" 3,964 ",30,32.34,202205,324,TAFUNA,RES,R,87127488,"5/8""",,
" 4,898 ",30,36.38,202205,324,TAFUNA,RES,IS1,87127487,"5/8""",,
 707 ,30,18.26,202205,324,TAFUNA,RES,IS1,87127486,"5/8""",,
 917 ,30,19.18,202205,324,TAFUNA,RES,R,87127485,"5/8""",,
" 16,007 ",30,87.39,202205,324,TAFUNA,RES,SK1,87127484,"5/8""",,
" 6,664 ",30,44.01,202205,324,TAFUNA,RES,R,87127483,"5/8""",,
" 12,438 ",30,70.19,202205,324,TAFUNA,RES,SK1,87127482,"5/8""",,
" 14,425 ",30,79.76,202205,324,TAFUNA,RES,R,87127481,"5/8""",,
" 8,945 ",30,53.87,202205,324,TAFUNA,RES,R,87127480,"5/8""",,
" 11,592 ",30,66.1,202205,324,TAFUNA,RES,R,87127479,"5/8""",,
" 91,381 ",30,517.23,202205,324,TAFUNA,RES,R,87127478,"5/8""",,
" 2,872 ",30,27.63,202205,324,TAFUNA,RES,R,87127477,"5/8""",,
" 11,118 ",30,63.82,202205,324,TAFUNA,RES,R,87127476,"5/8""",,
" 3,323 ",30,29.57,202205,324,TAFUNA,RES,R,87127475,"5/8""",,
" 10,945 ",30,62.98,202205,324,TAFUNA,RES,R,87127474,"5/8""",,
" 6,838 ",30,44.77,202205,324,TAFUNA,RES,R,87127473,"5/8""",,
" 13,174 ",30,73.74,202205,324,TAFUNA,RES,R,87127472,"5/8""",,
" 8,282 ",30,51,202205,325,TAFUNA,RES,R,87127471,"5/8""",,
" 2,739 ",30,27.05,202205,207,PAGO PAGO,RES,R,87127470,"5/8""",,
" 2,411 ",32,25.63,202205,203,PAGO PAGO,RES,R,87127469,"5/8""",,
" 6,917 ",30,45.11,202205,336,VAITOGI,RES,R,87127468,"5/8""",,
" 5,396 ",27,38.54,202205,373,LEONE,RES,R,87127467,"5/8""",,
" 15,756 ",28,86.19,202205,348,PAVAIAI,RES,R,87127466,"5/8""",,
" 11,585 ",32,66.07,202205,223,AUA,RES,R,87127465,"5/8""",,
" 9,653 ",32,56.93,202205,321,TAFUNA,RES,R,87127464,"5/8""",,
" 14,098 ",32,78.2,202205,321,TAFUNA,RES,R,87127463,"5/8""",,
" 3,920 ",32,32.16,202205,321,TAFUNA,RES,R,87127462,"5/8""",,
" 2,500 ",32,26.02,202205,321,TAFUNA,RES,R,87127461,"5/8""",,
" 60,878 ",32,339.64,202205,321,TAFUNA,RES,R,87127460,"5/8""",,
" 3,032 ",32,28.31,202205,321,TAFUNA,RES,R,87127459,"5/8""",,
" 3,106 ",32,28.63,202205,321,TAFUNA,RES,R,87127458,"5/8""",,
" 39,290 ",32,213.95,202205,321,TAFUNA,RES,R,87127457,"5/8""",,
" 8,940 ",35,53.84,202205,321,TAFUNA,RES,R,87127456,"5/8""",,
" 11,351 ",32,64.94,202205,321,TAFUNA,RES,R,87127455,"5/8""",,
" 12,358 ",32,69.8,202205,321,TAFUNA,RES,R,87127454,"5/8""",,
" 17,120 ",32,92.76,202205,321,TAFUNA,RES,R,87127453,"5/8""",,
" 11,839 ",35,67.3,202205,321,TAFUNA,RES,R,87127452,"5/8""",,
" 33,451 ",32,179.96,202205,321,TAFUNA,RES,R,87127451,"5/8""",,
" 4,629 ",32,35.22,202205,321,TAFUNA,RES,R,87127450,"5/8""",,
" 13,325 ",32,74.46,202205,321,TAFUNA,RES,R,87127449,"5/8""",,
" 19,911 ",32,106.23,202205,321,TAFUNA,RES,R,87127448,"5/8""",,
" 1,457 ",30,21.5,202205,205,PAGO PAGO,RES,R,87127447,"5/8""",,
" 9,834 ",30,57.72,202205,332,TAFUNA,RES,R,87127446,"5/8""",,
 -   ,30,15.21,202205,216,UTULEI,RES,R,87127445,"5/8""",,
 122 ,30,15.74,202205,324,TAFUNA,RES,R,87127444,"5/8""",,
" 3,927 ",30,32.19,202205,324,TAFUNA,RES,R,87127443,"5/8""",,
" 10,488 ",17,60.78,202205,324,TAFUNA,RES,R,87127442,"5/8""",,
" 3,819 ",30,31.71,202205,324,TAFUNA,RES,R,87127441,"5/8""",,
" 21,906 ",30,116.79,202205,324,TAFUNA,RES,R,87127440,"5/8""",,
" 10,388 ",30,60.3,202205,324,TAFUNA,RES,R,87127439,"5/8""",,
" 5,694 ",30,39.82,202205,324,TAFUNA,RES,R,87127438,"5/8""",,
" 9,872 ",30,57.88,202205,324,TAFUNA,RES,R,87127437,"5/8""",,
" 3,646 ",30,30.97,202205,324,TAFUNA,RES,R,87127436,"5/8""",,
 -   ,30,15.21,202205,324,TAFUNA,RES,R,87127435,"5/8""",,
" 8,706 ",30,52.84,202205,324,TAFUNA,RES,R,87127434,"5/8""",,
" 5,206 ",30,37.71,202205,324,TAFUNA,RES,R,87127433,"5/8""",,
" 6,690 ",30,44.12,202205,324,TAFUNA,RES,R,87127432,"5/8""",,
" 13,960 ",32,77.52,202205,321,TAFUNA,RES,R,87127431,"5/8""",,
" 11,888 ",30,67.54,202205,336,VAITOGI,RES,R,87127430,"5/8""",,
" 3,520 ",30,31.24,202205,305,NUUULI,SGS,C,87127429,"5/8""",,
" 8,798 ",30,53.23,202205,329,TAFUNA,RES,R,87127428,"5/8""",,
 412 ,32,16.99,202205,222,AUA,RES,R,87127427,"5/8""",,
" 9,723 ",30,57.23,202205,347,FALENIU,RES,R,87127426,"5/8""",,
" 6,644 ",32,43.92,202205,321,TAFUNA,RES,R,87127425,"5/8""",,
" 8,274 ",30,50.97,202205,210,FAGATOGO,RES,R,87127424,"5/8""",,
" 4,638 ",30,35.25,202205,324,TAFUNA,RES,R,87127423,"5/8""",,
" 29,772 ",30,158.66,202205,324,TAFUNA,RES,R,87127422,"5/8""",,
" 7,831 ",30,49.06,202205,324,TAFUNA,RES,R,87127421,"5/8""",,
" 1,135 ",38,20.11,202205,324,TAFUNA,RES,R,87127420,"5/8""",,
" 24,948 ",30,132.99,202205,324,TAFUNA,RES,R,87127419,"5/8""",,
" 4,823 ",32,36.05,202205,321,TAFUNA,RES,R,87127418,"5/8""",,
 123 ,30,15.77,202205,324,TAFUNA,SGS,C,87127417,"5/8""",,
" 3,609 ",30,31.64,202205,324,TAFUNA,SGS,C,87127416,"5/8""",,
" 10,983 ",30,63.17,202205,324,TAFUNA,RES,R,87127415,"5/8""",,
" 24,916 ",30,132.81,202205,324,TAFUNA,RES,R,87127414,"5/8""",,
" 25,335 ",30,135.04,202205,324,TAFUNA,RES,R,87127413,"5/8""",,
" 2,999 ",30,28.17,202205,324,TAFUNA,RES,R,87127412,"5/8""",,
" 26,542 ",30,141.46,202205,324,TAFUNA,RES,R,87127411,"5/8""",,
" 1,563 ",30,21.96,202205,324,TAFUNA,RES,R,87127410,"5/8""",,
" 10,743 ",30,62.01,202205,324,TAFUNA,RES,R,87127409,"5/8""",,
" 13,777 ",30,77.93,202205,324,TAFUNA,SGS,C,87127408,"5/8""",,
" 3,812 ",30,31.68,202205,343,MESEPA,RES,R,87127407,"5/8""",,
 443 ,30,17.12,202205,301,NUUULI,RES,R,87127405,"5/8""",,
" 25,319 ",30,134.96,202205,301,NUUULI,RES,R,87127404,"5/8""",,
" 12,138 ",30,68.74,202205,340,MAPUSAGA FOU,RES,R,87127403,"5/8""",,
" 3,990 ",28,32.45,202205,369,LEONE,RES,R,87127402,"5/8""",,
" 2,786 ",30,27.26,202205,308,NUUULI,RES,R,87127401,"5/8""",,
" 10,565 ",28,61.15,202205,411,FAGALII,RES,R,87127400,"5/8""",,
 881 ,30,19.23,202205,324,TAFUNA,SGS,C,87127399,"5/8""",,
" 39,648 ",30,195.69,202205,324,TAFUNA,SGS,C,87127398,"5/8""",,
" 1,299 ",30,21.12,202205,324,TAFUNA,SGS,C,87127397,"5/8""",,
" 29,427 ",30,156.82,202205,324,TAFUNA,RES,R,87127396,"5/8""",,
" 3,452 ",32,30.13,202205,321,TAFUNA,RES,R,87127395,"5/8""",,
" 2,744 ",32,27.07,202205,321,TAFUNA,RES,R,87127394,"5/8""",,
 22 ,32,15.3,202205,321,TAFUNA,RES,R,87127393,"5/8""",,
" 2,142 ",32,24.46,202205,321,TAFUNA,RES,R,87127392,"5/8""",,
" 5,761 ",32,40.11,202205,321,TAFUNA,RES,R,87127391,"5/8""",,
" 13,637 ",32,75.97,202205,321,TAFUNA,RES,R,87127390,"5/8""",,
" 49,207 ",32,271.69,202205,321,TAFUNA,RES,R,87127389,"5/8""",,
" 2,555 ",32,26.25,202205,321,TAFUNA,RES,R,87127388,"5/8""",,
" 2,082 ",32,24.21,202205,321,TAFUNA,RES,R,87127387,"5/8""",,
" 1,317 ",32,20.91,202205,321,TAFUNA,RES,R,87127386,"5/8""",,
" 7,448 ",32,47.4,202205,321,TAFUNA,RES,R,87127385,"5/8""",,
" 7,734 ",32,48.63,202205,321,TAFUNA,RES,R,87127384,"5/8""",,
" 9,831 ",32,57.7,202205,321,TAFUNA,RES,R,87127383,"5/8""",,
" 6,566 ",32,43.59,202205,321,TAFUNA,RES,R,87127382,"5/8""",,
" 12,817 ",32,72.01,202205,321,TAFUNA,RES,R,87127381,"5/8""",,
" 3,951 ",32,32.29,202205,321,TAFUNA,RES,R,87127380,"5/8""",,
" 2,803 ",30,27.32,202205,329,TAFUNA,RES,R,87127379,"5/8""",,
" 33,995 ",32,169.95,202205,321,TAFUNA,SGS,C,87127378,"5/8""",,
" 6,656 ",32,43.98,202205,321,TAFUNA,RES,R,87127377,"5/8""",,
" 12,377 ",32,69.89,202205,321,TAFUNA,RES,R,87127376,"5/8""",,
" 6,878 ",32,44.93,202205,321,TAFUNA,RES,R,87127375,"5/8""",,
 20 ,32,15.3,202205,321,TAFUNA,RES,R,87127374,"5/8""",,
" 1,040 ",32,19.71,202205,321,TAFUNA,RES,R,87127373,"5/8""",,
" 8,268 ",32,50.94,202205,321,TAFUNA,RES,R,87127372,"5/8""",,
" 30,466 ",32,162.58,202205,321,TAFUNA,RES,R,87127371,"5/8""",,
" 9,628 ",32,56.82,202205,321,TAFUNA,RES,R,87127370,"5/8""",,
" 4,399 ",32,34.23,202205,321,TAFUNA,RES,R,87127369,"5/8""",,
 142 ,32,15.82,202205,321,TAFUNA,RES,R,87127368,"5/8""",,
 24 ,32,15.31,202205,321,TAFUNA,RES,R,87127367,"5/8""",,
" 1,261 ",32,20.66,202205,321,TAFUNA,RES,R,87127366,"5/8""",,
" 3,454 ",32,30.14,202205,321,TAFUNA,RES,R,87127365,"5/8""",,
" 8,100 ",32,50.22,202205,321,TAFUNA,RES,R,87127364,"5/8""",,
" 41,061 ",32,224.27,202205,321,TAFUNA,RES,R,87127363,"5/8""",,
" 8,705 ",32,52.83,202205,321,TAFUNA,RES,R,87127362,"5/8""",,
" 11,397 ",32,65.17,202205,321,TAFUNA,RES,R,87127361,"5/8""",,
" 41,714 ",32,228.07,202205,321,TAFUNA,RES,R,87127360,"5/8""",,
" 3,386 ",30,29.85,202205,324,TAFUNA,RES,R,87127359,"5/8""",,
" 5,175 ",30,37.58,202205,324,TAFUNA,RES,R,87127358,"5/8""",,
" 9,049 ",30,54.32,202205,324,TAFUNA,RES,R,87127357,"5/8""",,
 -   ,32,15.21,202205,321,TAFUNA,RES,R,87127356,"5/8""",,
" 3,765 ",32,31.48,202205,321,TAFUNA,RES,R,87127355,"5/8""",,
" 3,162 ",32,28.87,202205,321,TAFUNA,RES,R,87127354,"5/8""",,
" 45,219 ",32,248.48,202205,321,TAFUNA,RES,R,87127353,"5/8""",,
" 3,947 ",32,32.27,202205,321,TAFUNA,RES,R,87127352,"5/8""",,
" 7,428 ",30,47.31,202205,324,TAFUNA,RES,IS1,87127351,"5/8""",,
" 61,452 ",30,342.99,202205,324,TAFUNA,RES,R,87127350,"5/8""",,
" 28,305 ",30,150.85,202205,324,TAFUNA,RES,R,87127349,"5/8""",,
" 13,453 ",30,75.08,202205,324,TAFUNA,RES,R,87127348,"5/8""",,
" 5,041 ",30,37,202205,324,TAFUNA,RES,R,87127347,"5/8""",,
 -   ,30,15.21,202205,324,TAFUNA,RES,R,87127346,"5/8""",,
" 10,583 ",30,61.24,202205,324,TAFUNA,RES,R,87127345,"5/8""",,
" 4,881 ",30,36.3,202205,324,TAFUNA,RES,R,87127344,"5/8""",,
" 39,504 ",32,215.2,202205,321,TAFUNA,RES,R,87127343,"5/8""",,
" 13,803 ",32,76.77,202205,321,TAFUNA,RES,R,87127342,"5/8""",,
" 11,715 ",32,66.7,202205,321,TAFUNA,RES,R,87127341,"5/8""",,
" 8,491 ",32,51.9,202205,321,TAFUNA,RES,R,87127340,"5/8""",,
" 36,012 ",32,194.87,202205,321,TAFUNA,RES,R,87127339,"5/8""",,
" 1,020 ",27,19.62,202205,321,TAFUNA,RES,R,87127338,"5/8""",,
" 3,855 ",30,31.87,202205,325,TAFUNA,RES,R,87127337,"5/8""",,
" 15,272 ",32,83.85,202205,321,TAFUNA,RES,R,87127336,"5/8""",,
" 7,221 ",32,46.42,202205,321,TAFUNA,RES,R,87127335,"5/8""",,
" 60,285 ",32,336.19,202205,321,TAFUNA,RES,R,87127333,"5/8""",,
" 2,650 ",32,26.67,202205,321,TAFUNA,RES,R,87127332,"5/8""",,
" 11,539 ",32,65.85,202205,321,TAFUNA,RES,R,87127331,"5/8""",,
" 14,420 ",32,79.75,202205,321,TAFUNA,RES,R,87127330,"5/8""",,
" 1,194 ",32,20.37,202205,321,ILIILI,RES,R,87127329,"5/8""",,
" 8,381 ",32,51.43,202205,321,TAFUNA,RES,R,87127328,"5/8""",,
" 32,952 ",32,177.06,202205,321,TAFUNA,RES,R,87127327,"5/8""",,
" 4,248 ",23,33.57,202205,321,TAFUNA,RES,R,87127326,"5/8""",,
" 8,387 ",32,51.46,202205,321,TAFUNA,RES,R,87127325,"5/8""",,
" 12,304 ",32,69.54,202205,321,TAFUNA,RES,R,87127324,"5/8""",,
" 4,692 ",32,36.57,202205,321,TAFUNA,SGS,C,87127323,"5/8""",,
" 5,272 ",32,37.99,202205,321,TAFUNA,RES,R,87127322,"5/8""",,
" 3,651 ",32,30.99,202205,321,TAFUNA,RES,R,87127321,"5/8""",,
" 4,377 ",32,34.13,202205,321,TAFUNA,RES,R,87127320,"5/8""",,
" 28,403 ",30,144.5,202205,304,NUUULI,SGS,C,87127319,"5/8""",,
" 13,099 ",30,73.37,202205,304,NUUULI,RES,R,87127318,"5/8""",,
" 22,467 ",30,119.78,202205,304,NUUULI,RES,R,87127317,"5/8""",,
" 1,304 ",30,20.85,202205,304,NUUULI,RES,R,87127316,"5/8""",,
 27 ,30,15.33,202205,304,NUUULI,RES,R,87127315,"5/8""",,
" 9,380 ",30,55.75,202205,304,NUUULI,RES,R,87127314,"5/8""",,
" 13,096 ",30,73.36,202205,304,NUUULI,RES,R,87127313,"5/8""",,
" 21,908 ",30,116.81,202205,304,NUUULI,RES,R,87127312,"5/8""",,
" 9,620 ",30,56.79,202205,304,NUUULI,RES,R,87127311,"5/8""",,
 16 ,30,15.28,202205,304,NUUULI,RES,R,87127310,"5/8""",,
" 34,387 ",30,185.41,202205,304,NUUULI,RES,R,87127309,"5/8""",,
" 2,279 ",30,25.06,202205,304,NUUULI,RES,R,87127308,"5/8""",,
" 21,631 ",30,115.33,202205,304,NUUULI,RES,R,87127307,"5/8""",,
" 24,164 ",30,128.81,202205,304,NUUULI,RES,R,87127306,"5/8""",,
" 7,400 ",30,47.19,202205,304,NUUULI,RES,R,87127305,"5/8""",,
" 6,465 ",30,43.15,202205,304,NUUULI,RES,R,87127304,"5/8""",,
" 1,020 ",30,19.85,202205,304,NUUULI,SGS,C,87127303,"5/8""",,
" 9,816 ",30,57.63,202205,304,NUUULI,RES,R,87127302,"5/8""",,
 293 ,30,16.48,202205,304,NUUULI,RES,R,87127301,"5/8""",,
" 9,876 ",30,57.9,202205,304,NUUULI,RES,R,87127300,"5/8""",,
" 14,795 ",30,81.55,202205,304,NUUULI,RES,R,87127299,"5/8""",,
" 11,935 ",30,67.76,202205,304,NUUULI,RES,R,87127298,"5/8""",,
 73 ,30,15.52,202205,343,MALAEIMI,RES,R,87127297,"5/8""",,
" 3,590 ",30,30.72,202205,304,NUUULI,RES,R,87127296,"5/8""",,
" 1,714 ",30,22.61,202205,304,NUUULI,RES,R,87127295,"5/8""",,
 808 ,30,18.7,202205,304,NUUULI,RES,R,87127294,"5/8""",,
" 3,581 ",30,30.69,202205,304,NUUULI,RES,R,87127293,"5/8""",,
" 17,548 ",30,94.82,202205,304,NUUULI,RES,R,87127292,"5/8""",,
 26 ,30,15.33,202205,304,NUUULI,RES,R,87127291,"5/8""",,
" 2,093 ",30,24.73,202205,304,NUUULI,SGS,C,87127290,"5/8""",,
" 7,650 ",30,48.28,202205,304,NUUULI,RES,R,87127289,"5/8""",,
" 12,819 ",30,73.56,202205,305,NUUULI,SGS,C,87127288,"5/8""",,
" 215,660 ",30,996.9,202205,305,NUUULI,SGS,C,87127287,"5/8""",,
" 1,256 ",30,20.64,202205,305,NUUULI,RES,R,87127286,"5/8""",,
" 5,246 ",30,37.88,202205,305,NUUULI,RES,R,87127285,"5/8""",,
" 6,960 ",30,45.29,202205,305,NUUULI,RES,R,87127284,"5/8""",,
" 8,599 ",30,52.38,202205,305,NUUULI,RES,R,87127283,"5/8""",,
" 6,964 ",30,45.3,202205,305,NUUULI,RES,R,87127282,"5/8""",,
" 5,642 ",30,39.59,202205,305,NUUULI,RES,R,87127281,"5/8""",,
 270 ,30,16.44,202205,305,NUUULI,SGS,C,87127280,"5/8""",,
" 1,472 ",30,21.91,202205,305,NUUULI,SGS,C,87127279,"5/8""",,
" 1,891 ",30,23.38,202205,305,NUUULI,RES,R,87127278,"5/8""",,
" 3,395 ",30,29.88,202205,305,NUUULI,RES,R,87127277,"5/8""",,
 122 ,30,15.74,202205,305,NUUULI,RES,R,87127276,"5/8""",,
" 2,868 ",30,27.6,202205,305,NUUULI,RES,R,87127275,"5/8""",,
" 5,089 ",30,38.37,202205,305,NUUULI,SGS,C,87127274,"5/8""",,
" 36,609 ",30,181.86,202205,305,NUUULI,SGS,C,87127273,"5/8""",,
" 8,299 ",30,51.08,202205,305,NUUULI,RES,R,87127271,"5/8""",,
" 3,880 ",30,31.98,202205,305,NUUULI,RES,R,87127270,"5/8""",,
 215 ,30,16.14,202205,305,NUUULI,RES,R,87127269,"5/8""",,
" 1,492 ",30,21.66,202205,305,NUUULI,RES,R,87127268,"5/8""",,
" 21,933 ",30,116.94,202205,305,NUUULI,RES,R,87127267,"5/8""",,
" 3,755 ",30,31.43,202205,305,NUUULI,RES,R,87127266,,,
" 3,682 ",30,31.12,202205,305,NUUULI,RES,R,87127265,"5/8""",,
" 5,170 ",30,37.56,202205,305,NUUULI,RES,R,87127264,"5/8""",,
" 3,984 ",30,32.43,202205,305,NUUULI,RES,R,87127263,"5/8""",,
 753 ,30,18.47,202205,305,NUUULI,RES,R,87127262,"5/8""",,
" 8,720 ",30,52.9,202205,305,NUUULI,RES,R,87127261,"5/8""",,
" 1,108 ",30,20.25,202205,305,NUUULI,SGS,C,87127260,"5/8""",,
" 19,123 ",30,102.42,202205,305,NUUULI,RES,R,87127259,"5/8""",,
" 25,242 ",30,134.55,202205,303,NUUULI,RES,R,87127258,"5/8""",,
" 11,007 ",30,63.28,202205,303,NUUULI,RES,R,87127257,"5/8""",,
 581 ,30,17.72,202205,303,NUUULI,RES,R,87127256,"5/8""",,
" 1,709 ",30,22.6,202205,303,NUUULI,RES,R,87127255,"5/8""",,
 371 ,30,16.81,202205,303,NUUULI,RES,R,87127254,"5/8""",,
" 6,308 ",30,42.47,202205,303,NUUULI,RES,R,87127253,"5/8""",,
" 1,053 ",30,19.76,202205,303,NUUULI,RES,R,87127252,"5/8""",,
" 5,070 ",30,37.12,202205,303,NUUULI,RES,R,87127251,"5/8""",,
" 21,190 ",30,112.98,202205,303,NUUULI,RES,R,87127250,"5/8""",,
" 26,861 ",30,143.17,202205,303,NUUULI,RES,R,87127249,"5/8""",,
 472 ,30,17.25,202205,303,NUUULI,RES,R,87127248,"5/8""",,
" 1,718 ",28,22.64,202205,365,VAILOA,RES,R,87127247,"5/8""",,
 1 ,31,15.21,202205,502,FITIUTA,RES,R,87127246,"5/8""",,
 753 ,30,18.47,202205,322,TAFUNA,RES,R,87127245,"5/8""",,
" 1,873 ",28,23.31,202205,355,PAVAIAI,RES,R,87127244,"5/8""",,
 -   ,28,15.21,202205,401,MASEFAU,RES,R,87127243,"5/8""",,
" 15,490 ",30,84.91,202205,335,ILIILI,RES,R,87127242,"5/8""",,
" 2,084 ",28,24.22,202205,354,MAPUSAGA FOU,RES,R,87127241,"5/8""",,
" 3,720 ",28,31.29,202205,355,MAPUSAGA,RES,R,87127240,"5/8""",,
 -   ,8,15.21,202205,303,NUUULI,SA,WP2,87127239,"5/8""",,
 92 ,30,15.61,202205,303,NUUULI,RES,R,87127238,"5/8""",,
 24 ,30,15.31,202205,303,NUUULI,RES,R,87127237,"5/8""",,
" 2,765 ",30,27.16,202205,303,NUUULI,RES,R,87127236,"5/8""",,
" 25,248 ",30,134.58,202205,303,NUUULI,RES,R,87127235,"5/8""",,
" 20,597 ",30,108.97,202205,303,NUUULI,SGS,C,87127234,"5/8""",,
" 1,953 ",30,23.65,202205,303,NUUULI,RES,R,87127233,"5/8""",,
" 2,232 ",30,24.86,202205,303,NUUULI,RES,R,87127232,"5/8""",,
" 9,375 ",30,55.73,202205,303,NUUULI,RES,R,87127231,"5/8""",,
" 11,965 ",30,67.9,202205,303,NUUULI,RES,R,87127230,"5/8""",,
